,read1,read2,trim1,trim2,filter1,filter2,SampleLane,Sample
104,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C8-e003Coalescence-mBHI-p1_S750_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C8-e003Coalescence-mBHI-p1_S750_R2_001.fastq.gz,workflow/out/trimmed/C8-e003Coalescence-mBHI-p1_S750-trimmed-pair1.fastq.gz,workflow/out/trimmed/C8-e003Coalescence-mBHI-p1_S750-trimmed-pair2.fastq.gz,workflow/out/filter/C8-e003Coalescence-mBHI-p1_S750-filtered.1.fastq.gz,workflow/out/filter/C8-e003Coalescence-mBHI-p1_S750-filtered.2.fastq.gz,C8-e003Coalescence-mBHI-p1_S750,C8-e003Coalescence-mBHI-p1
105,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B3-x-7_S634_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B3-x-7_S634_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-B3-x-7_S634-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-B3-x-7_S634-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-B3-x-7_S634-filtered.1.fastq.gz,workflow/out/filter/Coalescence-B3-x-7_S634-filtered.2.fastq.gz,Coalescence-B3-x-7_S634,Coalescence-B3-x-7
106,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D2-e003Coalescence-mGAM-p1_S723_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D2-e003Coalescence-mGAM-p1_S723_R2_001.fastq.gz,workflow/out/trimmed/D2-e003Coalescence-mGAM-p1_S723-trimmed-pair1.fastq.gz,workflow/out/trimmed/D2-e003Coalescence-mGAM-p1_S723-trimmed-pair2.fastq.gz,workflow/out/filter/D2-e003Coalescence-mGAM-p1_S723-filtered.1.fastq.gz,workflow/out/filter/D2-e003Coalescence-mGAM-p1_S723-filtered.2.fastq.gz,D2-e003Coalescence-mGAM-p1_S723,D2-e003Coalescence-mGAM-p1
107,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665-filtered.1.fastq.gz,workflow/out/filter/Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665-filtered.2.fastq.gz,Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665,Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3
108,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662-filtered.1.fastq.gz,workflow/out/filter/Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662-filtered.2.fastq.gz,Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662,Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3
109,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C3-e003Coalescence-mGAM-p1_S730_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C3-e003Coalescence-mGAM-p1_S730_R2_001.fastq.gz,workflow/out/trimmed/C3-e003Coalescence-mGAM-p1_S730-trimmed-pair1.fastq.gz,workflow/out/trimmed/C3-e003Coalescence-mGAM-p1_S730-trimmed-pair2.fastq.gz,workflow/out/filter/C3-e003Coalescence-mGAM-p1_S730-filtered.1.fastq.gz,workflow/out/filter/C3-e003Coalescence-mGAM-p1_S730-filtered.2.fastq.gz,C3-e003Coalescence-mGAM-p1_S730,C3-e003Coalescence-mGAM-p1
110,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C4-e003Coalescence-mGAM-p1_S738_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C4-e003Coalescence-mGAM-p1_S738_R2_001.fastq.gz,workflow/out/trimmed/C4-e003Coalescence-mGAM-p1_S738-trimmed-pair1.fastq.gz,workflow/out/trimmed/C4-e003Coalescence-mGAM-p1_S738-trimmed-pair2.fastq.gz,workflow/out/filter/C4-e003Coalescence-mGAM-p1_S738-filtered.1.fastq.gz,workflow/out/filter/C4-e003Coalescence-mGAM-p1_S738-filtered.2.fastq.gz,C4-e003Coalescence-mGAM-p1_S738,C4-e003Coalescence-mGAM-p1
111,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H8-e003Coalescence-mBHI-p1_S815_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H8-e003Coalescence-mBHI-p1_S815_R2_001.fastq.gz,workflow/out/trimmed/H8-e003Coalescence-mBHI-p1_S815-trimmed-pair1.fastq.gz,workflow/out/trimmed/H8-e003Coalescence-mBHI-p1_S815-trimmed-pair2.fastq.gz,workflow/out/filter/H8-e003Coalescence-mBHI-p1_S815-filtered.1.fastq.gz,workflow/out/filter/H8-e003Coalescence-mBHI-p1_S815-filtered.2.fastq.gz,H8-e003Coalescence-mBHI-p1_S815,H8-e003Coalescence-mBHI-p1
112,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Assembly-G10-D5-AF-mBHI-3_S701_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Assembly-G10-D5-AF-mBHI-3_S701_R2_001.fastq.gz,workflow/out/trimmed/Assembly-G10-D5-AF-mBHI-3_S701-trimmed-pair1.fastq.gz,workflow/out/trimmed/Assembly-G10-D5-AF-mBHI-3_S701-trimmed-pair2.fastq.gz,workflow/out/filter/Assembly-G10-D5-AF-mBHI-3_S701-filtered.1.fastq.gz,workflow/out/filter/Assembly-G10-D5-AF-mBHI-3_S701-filtered.2.fastq.gz,Assembly-G10-D5-AF-mBHI-3_S701,Assembly-G10-D5-AF-mBHI-3
113,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D8-e003Coalescence-mBHI-p1_S751_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D8-e003Coalescence-mBHI-p1_S751_R2_001.fastq.gz,workflow/out/trimmed/D8-e003Coalescence-mBHI-p1_S751-trimmed-pair1.fastq.gz,workflow/out/trimmed/D8-e003Coalescence-mBHI-p1_S751-trimmed-pair2.fastq.gz,workflow/out/filter/D8-e003Coalescence-mBHI-p1_S751-filtered.1.fastq.gz,workflow/out/filter/D8-e003Coalescence-mBHI-p1_S751-filtered.2.fastq.gz,D8-e003Coalescence-mBHI-p1_S751,D8-e003Coalescence-mBHI-p1
114,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E8-e003Coalescence-mBHI-p1_S812_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E8-e003Coalescence-mBHI-p1_S812_R2_001.fastq.gz,workflow/out/trimmed/E8-e003Coalescence-mBHI-p1_S812-trimmed-pair1.fastq.gz,workflow/out/trimmed/E8-e003Coalescence-mBHI-p1_S812-trimmed-pair2.fastq.gz,workflow/out/filter/E8-e003Coalescence-mBHI-p1_S812-filtered.1.fastq.gz,workflow/out/filter/E8-e003Coalescence-mBHI-p1_S812-filtered.2.fastq.gz,E8-e003Coalescence-mBHI-p1_S812,E8-e003Coalescence-mBHI-p1
115,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A2-e003Coalescence-mBHI-p1_S716_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A2-e003Coalescence-mBHI-p1_S716_R2_001.fastq.gz,workflow/out/trimmed/A2-e003Coalescence-mBHI-p1_S716-trimmed-pair1.fastq.gz,workflow/out/trimmed/A2-e003Coalescence-mBHI-p1_S716-trimmed-pair2.fastq.gz,workflow/out/filter/A2-e003Coalescence-mBHI-p1_S716-filtered.1.fastq.gz,workflow/out/filter/A2-e003Coalescence-mBHI-p1_S716-filtered.2.fastq.gz,A2-e003Coalescence-mBHI-p1_S716,A2-e003Coalescence-mBHI-p1
116,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E2-e003Coalescence-mGAM-p1_S784_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E2-e003Coalescence-mGAM-p1_S784_R2_001.fastq.gz,workflow/out/trimmed/E2-e003Coalescence-mGAM-p1_S784-trimmed-pair1.fastq.gz,workflow/out/trimmed/E2-e003Coalescence-mGAM-p1_S784-trimmed-pair2.fastq.gz,workflow/out/filter/E2-e003Coalescence-mGAM-p1_S784-filtered.1.fastq.gz,workflow/out/filter/E2-e003Coalescence-mGAM-p1_S784-filtered.2.fastq.gz,E2-e003Coalescence-mGAM-p1_S784,E2-e003Coalescence-mGAM-p1
117,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/G8-e003Coalescence-mGAM-p1_S818_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/G8-e003Coalescence-mGAM-p1_S818_R2_001.fastq.gz,workflow/out/trimmed/G8-e003Coalescence-mGAM-p1_S818-trimmed-pair1.fastq.gz,workflow/out/trimmed/G8-e003Coalescence-mGAM-p1_S818-trimmed-pair2.fastq.gz,workflow/out/filter/G8-e003Coalescence-mGAM-p1_S818-filtered.1.fastq.gz,workflow/out/filter/G8-e003Coalescence-mGAM-p1_S818-filtered.2.fastq.gz,G8-e003Coalescence-mGAM-p1_S818,G8-e003Coalescence-mGAM-p1
118,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D8-A4-AA-AE-mBHI-mGAM-3_S663_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-D8-A4-AA-AE-mBHI-mGAM-3_S663_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-D8-A4-AA-AE-mBHI-mGAM-3_S663-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-D8-A4-AA-AE-mBHI-mGAM-3_S663-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-D8-A4-AA-AE-mBHI-mGAM-3_S663-filtered.1.fastq.gz,workflow/out/filter/Coalescence-D8-A4-AA-AE-mBHI-mGAM-3_S663-filtered.2.fastq.gz,Coalescence-D8-A4-AA-AE-mBHI-mGAM-3_S663,Coalescence-D8-A4-AA-AE-mBHI-mGAM-3
119,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C5-e003Coalescence-mGAM-p1_S746_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C5-e003Coalescence-mGAM-p1_S746_R2_001.fastq.gz,workflow/out/trimmed/C5-e003Coalescence-mGAM-p1_S746-trimmed-pair1.fastq.gz,workflow/out/trimmed/C5-e003Coalescence-mGAM-p1_S746-trimmed-pair2.fastq.gz,workflow/out/filter/C5-e003Coalescence-mGAM-p1_S746-filtered.1.fastq.gz,workflow/out/filter/C5-e003Coalescence-mGAM-p1_S746-filtered.2.fastq.gz,C5-e003Coalescence-mGAM-p1_S746,C5-e003Coalescence-mGAM-p1
120,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D4-e003Coalescence-mGAM-p1_S739_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D4-e003Coalescence-mGAM-p1_S739_R2_001.fastq.gz,workflow/out/trimmed/D4-e003Coalescence-mGAM-p1_S739-trimmed-pair1.fastq.gz,workflow/out/trimmed/D4-e003Coalescence-mGAM-p1_S739-trimmed-pair2.fastq.gz,workflow/out/filter/D4-e003Coalescence-mGAM-p1_S739-filtered.1.fastq.gz,workflow/out/filter/D4-e003Coalescence-mGAM-p1_S739-filtered.2.fastq.gz,D4-e003Coalescence-mGAM-p1_S739,D4-e003Coalescence-mGAM-p1
121,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675-filtered.1.fastq.gz,workflow/out/filter/Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675-filtered.2.fastq.gz,Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675,Coalescence-E8-D11-AF-AF-mGAM-mBHI-3
122,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A4-e003Coalescence-mGAM-p1_S736_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/A4-e003Coalescence-mGAM-p1_S736_R2_001.fastq.gz,workflow/out/trimmed/A4-e003Coalescence-mGAM-p1_S736-trimmed-pair1.fastq.gz,workflow/out/trimmed/A4-e003Coalescence-mGAM-p1_S736-trimmed-pair2.fastq.gz,workflow/out/filter/A4-e003Coalescence-mGAM-p1_S736-filtered.1.fastq.gz,workflow/out/filter/A4-e003Coalescence-mGAM-p1_S736-filtered.2.fastq.gz,A4-e003Coalescence-mGAM-p1_S736,A4-e003Coalescence-mGAM-p1
123,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B1-D2-AA-AF-mBHI-mBHI-7_S632_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B1-D2-AA-AF-mBHI-mBHI-7_S632_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-B1-D2-AA-AF-mBHI-mBHI-7_S632-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-B1-D2-AA-AF-mBHI-mBHI-7_S632-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-B1-D2-AA-AF-mBHI-mBHI-7_S632-filtered.1.fastq.gz,workflow/out/filter/Coalescence-B1-D2-AA-AF-mBHI-mBHI-7_S632-filtered.2.fastq.gz,Coalescence-B1-D2-AA-AF-mBHI-mBHI-7_S632,Coalescence-B1-D2-AA-AF-mBHI-mBHI-7
124,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D4-e003Coalescence-mBHI-p1_S735_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D4-e003Coalescence-mBHI-p1_S735_R2_001.fastq.gz,workflow/out/trimmed/D4-e003Coalescence-mBHI-p1_S735-trimmed-pair1.fastq.gz,workflow/out/trimmed/D4-e003Coalescence-mBHI-p1_S735-trimmed-pair2.fastq.gz,workflow/out/filter/D4-e003Coalescence-mBHI-p1_S735-filtered.1.fastq.gz,workflow/out/filter/D4-e003Coalescence-mBHI-p1_S735-filtered.2.fastq.gz,D4-e003Coalescence-mBHI-p1_S735,D4-e003Coalescence-mBHI-p1
125,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F9-e003Coalescence-mBHI-p1_S821_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F9-e003Coalescence-mBHI-p1_S821_R2_001.fastq.gz,workflow/out/trimmed/F9-e003Coalescence-mBHI-p1_S821-trimmed-pair1.fastq.gz,workflow/out/trimmed/F9-e003Coalescence-mBHI-p1_S821-trimmed-pair2.fastq.gz,workflow/out/filter/F9-e003Coalescence-mBHI-p1_S821-filtered.1.fastq.gz,workflow/out/filter/F9-e003Coalescence-mBHI-p1_S821-filtered.2.fastq.gz,F9-e003Coalescence-mBHI-p1_S821,F9-e003Coalescence-mBHI-p1
126,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/G2-e003Coalescence-mBHI-p1_S782_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/G2-e003Coalescence-mBHI-p1_S782_R2_001.fastq.gz,workflow/out/trimmed/G2-e003Coalescence-mBHI-p1_S782-trimmed-pair1.fastq.gz,workflow/out/trimmed/G2-e003Coalescence-mBHI-p1_S782-trimmed-pair2.fastq.gz,workflow/out/filter/G2-e003Coalescence-mBHI-p1_S782-filtered.1.fastq.gz,workflow/out/filter/G2-e003Coalescence-mBHI-p1_S782-filtered.2.fastq.gz,G2-e003Coalescence-mBHI-p1_S782,G2-e003Coalescence-mBHI-p1
127,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F10-e003Coalescence-mBHI-p1_S829_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F10-e003Coalescence-mBHI-p1_S829_R2_001.fastq.gz,workflow/out/trimmed/F10-e003Coalescence-mBHI-p1_S829-trimmed-pair1.fastq.gz,workflow/out/trimmed/F10-e003Coalescence-mBHI-p1_S829-trimmed-pair2.fastq.gz,workflow/out/filter/F10-e003Coalescence-mBHI-p1_S829-filtered.1.fastq.gz,workflow/out/filter/F10-e003Coalescence-mBHI-p1_S829-filtered.2.fastq.gz,F10-e003Coalescence-mBHI-p1_S829,F10-e003Coalescence-mBHI-p1
128,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H5-e003Coalescence-mGAM-p1_S811_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/H5-e003Coalescence-mGAM-p1_S811_R2_001.fastq.gz,workflow/out/trimmed/H5-e003Coalescence-mGAM-p1_S811-trimmed-pair1.fastq.gz,workflow/out/trimmed/H5-e003Coalescence-mGAM-p1_S811-trimmed-pair2.fastq.gz,workflow/out/filter/H5-e003Coalescence-mGAM-p1_S811-filtered.1.fastq.gz,workflow/out/filter/H5-e003Coalescence-mGAM-p1_S811-filtered.2.fastq.gz,H5-e003Coalescence-mGAM-p1_S811,H5-e003Coalescence-mGAM-p1
129,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F3-e003Coalescence-mBHI-p1_S789_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F3-e003Coalescence-mBHI-p1_S789_R2_001.fastq.gz,workflow/out/trimmed/F3-e003Coalescence-mBHI-p1_S789-trimmed-pair1.fastq.gz,workflow/out/trimmed/F3-e003Coalescence-mBHI-p1_S789-trimmed-pair2.fastq.gz,workflow/out/filter/F3-e003Coalescence-mBHI-p1_S789-filtered.1.fastq.gz,workflow/out/filter/F3-e003Coalescence-mBHI-p1_S789-filtered.2.fastq.gz,F3-e003Coalescence-mBHI-p1_S789,F3-e003Coalescence-mBHI-p1
130,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F11-e003Coalescence-mGAM-p1_S841_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/F11-e003Coalescence-mGAM-p1_S841_R2_001.fastq.gz,workflow/out/trimmed/F11-e003Coalescence-mGAM-p1_S841-trimmed-pair1.fastq.gz,workflow/out/trimmed/F11-e003Coalescence-mGAM-p1_S841-trimmed-pair2.fastq.gz,workflow/out/filter/F11-e003Coalescence-mGAM-p1_S841-filtered.1.fastq.gz,workflow/out/filter/F11-e003Coalescence-mGAM-p1_S841-filtered.2.fastq.gz,F11-e003Coalescence-mGAM-p1_S841,F11-e003Coalescence-mGAM-p1
131,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D8-e003Coalescence-mGAM-p1_S755_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D8-e003Coalescence-mGAM-p1_S755_R2_001.fastq.gz,workflow/out/trimmed/D8-e003Coalescence-mGAM-p1_S755-trimmed-pair1.fastq.gz,workflow/out/trimmed/D8-e003Coalescence-mGAM-p1_S755-trimmed-pair2.fastq.gz,workflow/out/filter/D8-e003Coalescence-mGAM-p1_S755-filtered.1.fastq.gz,workflow/out/filter/D8-e003Coalescence-mGAM-p1_S755-filtered.2.fastq.gz,D8-e003Coalescence-mGAM-p1_S755,D8-e003Coalescence-mGAM-p1
132,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E8-e003Coalescence-mGAM-p1_S816_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/E8-e003Coalescence-mGAM-p1_S816_R2_001.fastq.gz,workflow/out/trimmed/E8-e003Coalescence-mGAM-p1_S816-trimmed-pair1.fastq.gz,workflow/out/trimmed/E8-e003Coalescence-mGAM-p1_S816-trimmed-pair2.fastq.gz,workflow/out/filter/E8-e003Coalescence-mGAM-p1_S816-filtered.1.fastq.gz,workflow/out/filter/E8-e003Coalescence-mGAM-p1_S816-filtered.2.fastq.gz,E8-e003Coalescence-mGAM-p1_S816,E8-e003Coalescence-mGAM-p1
133,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D9-e003Coalescence-mGAM-p1_S763_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/D9-e003Coalescence-mGAM-p1_S763_R2_001.fastq.gz,workflow/out/trimmed/D9-e003Coalescence-mGAM-p1_S763-trimmed-pair1.fastq.gz,workflow/out/trimmed/D9-e003Coalescence-mGAM-p1_S763-trimmed-pair2.fastq.gz,workflow/out/filter/D9-e003Coalescence-mGAM-p1_S763-filtered.1.fastq.gz,workflow/out/filter/D9-e003Coalescence-mGAM-p1_S763-filtered.2.fastq.gz,D9-e003Coalescence-mGAM-p1_S763,D9-e003Coalescence-mGAM-p1
134,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0_S712_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0_S712_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0_S712-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0_S712-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0_S712-filtered.1.fastq.gz,workflow/out/filter/Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0_S712-filtered.2.fastq.gz,Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0_S712,Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0
135,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C9-e003Coalescence-mGAM-p1_S762_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/C9-e003Coalescence-mGAM-p1_S762_R2_001.fastq.gz,workflow/out/trimmed/C9-e003Coalescence-mGAM-p1_S762-trimmed-pair1.fastq.gz,workflow/out/trimmed/C9-e003Coalescence-mGAM-p1_S762-trimmed-pair2.fastq.gz,workflow/out/filter/C9-e003Coalescence-mGAM-p1_S762-filtered.1.fastq.gz,workflow/out/filter/C9-e003Coalescence-mGAM-p1_S762-filtered.2.fastq.gz,C9-e003Coalescence-mGAM-p1_S762,C9-e003Coalescence-mGAM-p1
136,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/B4-e003Coalescence-mBHI-p1_S733_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/B4-e003Coalescence-mBHI-p1_S733_R2_001.fastq.gz,workflow/out/trimmed/B4-e003Coalescence-mBHI-p1_S733-trimmed-pair1.fastq.gz,workflow/out/trimmed/B4-e003Coalescence-mBHI-p1_S733-trimmed-pair2.fastq.gz,workflow/out/filter/B4-e003Coalescence-mBHI-p1_S733-filtered.1.fastq.gz,workflow/out/filter/B4-e003Coalescence-mBHI-p1_S733-filtered.2.fastq.gz,B4-e003Coalescence-mBHI-p1_S733,B4-e003Coalescence-mBHI-p1
137,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684-filtered.1.fastq.gz,workflow/out/filter/Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684-filtered.2.fastq.gz,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3
138,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-F11-H9-ACPP-AF-mGAM-mBHI-3_S690_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-F11-H9-ACPP-AF-mGAM-mBHI-3_S690_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-F11-H9-ACPP-AF-mGAM-mBHI-3_S690-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-F11-H9-ACPP-AF-mGAM-mBHI-3_S690-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-F11-H9-ACPP-AF-mGAM-mBHI-3_S690-filtered.1.fastq.gz,workflow/out/filter/Coalescence-F11-H9-ACPP-AF-mGAM-mBHI-3_S690-filtered.2.fastq.gz,Coalescence-F11-H9-ACPP-AF-mGAM-mBHI-3_S690,Coalescence-F11-H9-ACPP-AF-mGAM-mBHI-3
139,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636_R1_001.fastq.gz,/oak/stanford/groups/dpetrov/swalton/Feb2025_Seq/Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636_R2_001.fastq.gz,workflow/out/trimmed/Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636-trimmed-pair1.fastq.gz,workflow/out/trimmed/Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636-trimmed-pair2.fastq.gz,workflow/out/filter/Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636-filtered.1.fastq.gz,workflow/out/filter/Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636-filtered.2.fastq.gz,Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636,Coalescence-B5-D8-AA-AF-mGAM-mGAM-7
